"square_meters","bathrooms_number","lift","rooms_number","car_parking","condominium_fees","conditions","floor","heating_centralized","selling_price","fireplace","hydromassage","video_entryphone","terrace","security_door","tavern","optic_fiber","electric_gate","pool","tennis_court","alarm_system","attic","balcony","cellar","closet","reception","concierge","furnished","garden","exposure","window_glass","window_material","zona_new","year","total_floors","house_efficiency"
140,"2","yes","3","none",200,"excellent / refurbished","1","central",720000,"no","no","no","no","yes","no","yes","no","no","no","no","no","yes","yes","no","no",1,1,"no garden","single","other","other","farini","Very Old",5,"Low"
50,"1","no","2","none",70,"excellent / refurbished","3","independent",210000,"no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no",0,1,"no garden","double","other","other","parco trotter","Very Old",4,"Low"
95,"1","yes","3","none",250,"good condition / liveable","1","central",339000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","no",1,0.5,"shared","double","other","other","inganni","Modern",7,"Low"
215,"3","yes","5","none",570,"to be refurbished","4","central",1650000,"no","no","no","yes","yes","no","no","no","no","no","no","no","yes","yes","no","no",1,0,"shared","double","other","wood","frua","Modern",7,"Low"
160,"3","yes","4","garage/box and shared",500,"excellent / refurbished","5","central",1190000,"no","yes","yes","no","no","no","yes","yes","no","no","yes","no","yes","yes","no","no",1,1,"shared","other","other","other","centrale","Old",7,"Low"
80,"2","yes","3","none",125,"new / under construction","1","central",390000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","no","no","no","no",0,0,"no garden","single","other","other","ripamonti","Modern",3,"Med"
67,"1","yes","2","none",200,"excellent / refurbished","mezzanine","central",492000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","no","no","no","no",0.5,0,"no garden","single","other","other","corso genova","Old",4,"Low"
80,"1","no","2","none",90,"good condition / liveable","1","central",3e+05,"no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no",0,0,"private","single","other","other","san siro","Old",3,"High"
600,"3+","yes","5+","garage/box",0,"excellent / refurbished","5","central",1950000,"no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no",1,1,"no garden","other","other","other","quartiere adriano","Modern",5,"Low"
90,"1","yes","2","garage/box",250,"to be refurbished","5","central",850000,"yes","no","yes","yes","yes","no","yes","yes","no","no","yes","no","yes","yes","yes","no",0.5,0,"no garden","double","other","wood","cadore","Old",5,"Low"
145,"2","yes","4","none",235,"excellent / refurbished","1","independent",1200000,"no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","yes",0,0.5,"no garden","other","other","wood","morgagni","Very Old",4,"Low"
84,"1","yes","3","none",0,"new / under construction","1","central",334000,"no","no","yes","yes","yes","no","yes","no","no","no","no","no","no","yes","no","no",0,0,"shared","single","other","other","villa san giovanni","Recent/New",8,"High"
85,"2","yes","3","garage/box",2200,"new / under construction","2","central",289500,"no","no","yes","no","yes","no","yes","yes","no","no","yes","no","yes","yes","yes","no",0,1,"shared","double","other","other","muggiano","Recent/New",3,"Low"
67,"1","yes","2","none",100,"new / under construction","1","independent",355000,"no","no","yes","yes","yes","no","yes","yes","no","no","yes","no","yes","yes","no","no",0,0,"shared","double","triple","other","precotto","Recent/New",5,"High"
237,"3","yes","4","shared",500,"excellent / refurbished","1","central",990000,"no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no",0,0,"no garden","other","other","other","bovisa","Recent/New",8,"High"
190,"3","yes","5+","garage/box and shared",420,"excellent / refurbished","5","central",890000,"no","no","yes","yes","yes","no","yes","yes","no","no","yes","yes","yes","yes","no","no",0.5,0,"shared","single","other","other","vigentino - fatima","Old",5,"Low"
74,"1","no","3","shared",0,"good condition / liveable","4","central",259000,"no","no","no","no","yes","no","no","yes","no","no","no","no","no","yes","no","no",0,0,"shared","single","other","other","quartiere forlanini","Very Old",4,"Low"
100,"1","no","2","none",170,"new / under construction","ground floor","central",620000,"no","no","yes","yes","yes","no","yes","no","no","no","no","no","no","no","no","no",0,0,"no garden","single","triple","other","navigli - darsena","Recent/New",1,"High"
60,"1","yes","3","none",50,"good condition / liveable","1","independent",245000,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","yes","no",0.5,1,"shared","single","other","other","rovereto","Modern",6,"Low"
200,"2","yes","4","none",666,"good condition / liveable","8","central",1250000,"yes","no","no","yes","yes","no","yes","no","no","no","no","no","yes","yes","no","no",1,0,"shared","double","other","wood","pasteur","Old",8,"Low"
108,"1","yes","3","none",200,"new / under construction","1","independent",808000,"no","no","yes","yes","yes","no","yes","yes","no","no","yes","no","no","no","no","no",0,0,"no garden","single","triple","other","navigli - darsena","Recent/New",4,"High"
55,"1","yes","2","none",135,"to be refurbished","4","central",235000,"no","no","yes","yes","yes","no","yes","yes","no","no","yes","no","no","yes","no","no",0,0,"shared","double","other","other","rubattino","Recent/New",10,"Low"
125,"2","yes","3","garage/box",291,"excellent / refurbished","1","central",650000,"no","no","no","yes","yes","no","yes","no","no","no","yes","no","no","yes","no","no",1,1,"shared","double","other","other","precotto","Modern",3,"Low"
160,"2","yes","4","garage/box",100,"good condition / liveable","3","independent",680000,"no","no","no","no","yes","no","no","no","no","no","no","no","yes","yes","no","no",0,0,"shared","double","other","wood","rovereto","Very Old",4,"Low"
88,"2","yes","3","none",150,"new / under construction","5","independent",459000,"no","no","yes","yes","yes","no","yes","yes","no","no","no","no","no","yes","no","no",0,0,"no garden","double","triple","other","san carlo","Recent/New",5,"High"
65,"1","yes","2","none",233,"good condition / liveable","3","central",335000,"no","no","no","yes","yes","no","yes","no","no","no","no","no","yes","yes","no","no",1,0,"no garden","single","other","other","lorenteggio","Old",9,"Med"
55,"1","yes","2","none",65,"excellent / refurbished","4","independent",450000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","yes","no","yes","no",0.5,1,"no garden","single","other","wood","paolo sarpi","Very Old",4,"Low"
60,"1","no","2","none",160,"excellent / refurbished","3","central",245000,"no","no","no","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","no",1,0,"shared","single","other","other","monte rosa - lotto","Old",4,"Med"
80,"1","yes","2","none",330,"good condition / liveable","mezzanine","central",7e+05,"yes","no","no","no","yes","no","no","no","no","no","no","no","no","yes","yes","no",1,0.5,"no garden","other","other","wood","vincenzo monti","Very Old",5,"Low"
93,"2","no","3","none",100,"good condition / liveable","1","independent",390000,"no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no",0,0,"no garden","double","other","wood","zara","Modern",2,"Med"
250,"3","yes","5+","garage/box",558,"good condition / liveable","2","central",1690000,"no","no","yes","no","yes","no","no","no","no","no","no","no","yes","yes","no","no",1,0,"no garden","double","other","wood","washington","Old",8,"Med"
53,"1","yes","2","none",180,"new / under construction","7","central",495000,"no","no","yes","yes","yes","no","yes","yes","no","no","yes","no","yes","yes","yes","no",1,1,"shared","single","other","other","corso san gottardo","Modern",8,"Med"
115,"1","yes","4","none",250,"good condition / liveable","6","central",479000,"no","no","no","no","yes","no","yes","no","no","no","no","no","yes","yes","no","no",1,0.5,"no garden","double","other","other","pasteur","Old",7,"Med"
128,"2","yes","3","garage/box",450,"good condition / liveable","2","central",449000,"no","no","no","no","yes","no","yes","yes","no","yes","yes","no","yes","yes","yes","no",1,0,"shared","double","other","wood","certosa","Modern",7,"Low"
139,"2","yes","5","garage/box",208,"excellent / refurbished","6","central",599000,"no","no","yes","no","yes","no","yes","yes","no","no","yes","no","yes","yes","no","no",0,0.5,"shared","double","other","other","bisceglie","Modern",8,"Low"
100,"1","no","3","none",100,"other","2","independent",770000,"no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no",0,0.5,"shared","double","other","other","quadronno - crocetta","Very Old",3,"Low"
93,"1","yes","2","none",170,"excellent / refurbished","2","central",270000,"no","yes","no","yes","yes","no","yes","yes","no","no","no","no","yes","yes","yes","no",1,0.5,"shared","single","triple","other","villa san giovanni","Modern",6,"Low"
35,"1","yes","1","none",167,"excellent / refurbished","3","central",215000,"no","no","yes","no","yes","no","no","no","no","no","no","no","no","yes","no","no",0,1,"no garden","single","other","other","quartiere feltre","Old",3,"Low"
50,"1","yes","2","none",265,"excellent / refurbished","1","central",390000,"no","no","yes","yes","yes","no","no","no","no","no","no","no","yes","no","no","no",1,0,"shared","single","other","wood","città studi","Old",8,"Low"
215,"2","yes","5+","none",510,"good condition / liveable","4","central",1300000,"no","no","yes","no","yes","no","yes","yes","no","no","yes","no","yes","yes","yes","no",1,0,"shared","double","other","wood","buenos aires","Very Old",6,"Med"
100,"1","yes","3","none",0,"new / under construction","6","central",698000,"no","no","no","no","yes","no","no","no","no","no","no","no","yes","yes","no","no",0,0,"no garden","other","other","other","navigli - darsena","Modern",7,"Low"
46,"1","yes","2","none",120,"excellent / refurbished","3","central",448000,"no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","no","no",1,0,"no garden","single","other","other","guastalla","Very Old",5,"Low"
57,"1","yes","2","none",150,"excellent / refurbished","4","independent",667000,"no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","yes","no",1,1,"no garden","double","other","other","duomo","Very Old",5,"Low"
60,"1","yes","2","garage/box",130,"excellent / refurbished","2","central",770000,"no","no","no","yes","yes","no","no","no","no","no","yes","no","yes","no","no","no",1,0,"shared","other","other","other","carrobbio","Very Old",5,"Low"
164,"3+","no","4","none",500,"good condition / liveable","mezzanine","central",850000,"no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","yes","no",1,0,"no garden","single","other","other","navigli - darsena","Modern",1,"Med"
205,"2","yes","5+","none",400,"to be refurbished","2","independent",1640000,"no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no",1,0,"no garden","single","other","wood","vincenzo monti","Very Old",5,"Low"
49,"1","yes","2","none",145,"excellent / refurbished","2","central",355250,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","yes","no","no","no",1,0,"shared","single","other","other","frua","Recent/New",9,"Med"
175,"2","yes","5","none",250,"good condition / liveable","2","independent",955000,"yes","no","no","no","yes","no","yes","no","no","no","no","no","yes","yes","no","no",1,0,"shared","double","other","wood","de angeli","Very Old",7,"Low"
55,"1","no","2","none",150,"excellent / refurbished","3","central",255000,"no","no","no","no","yes","no","yes","no","no","no","no","no","yes","yes","no","no",0,1,"no garden","single","other","other","lambrate","Old",4,"Low"
286,"3","yes","5+","garage/box",670,"excellent / refurbished","5","independent",1090000,"no","yes","yes","yes","yes","no","yes","no","no","no","no","no","yes","yes","yes","no",1,0.5,"shared","double","other","other","certosa","Modern",7,"Low"
104,"2","yes","3","none",208,"excellent / refurbished","5","independent",695000,"no","no","yes","yes","yes","no","yes","no","no","no","yes","no","yes","no","no","no",0,0.5,"no garden","double","other","other","città studi","Recent/New",5,"High"
73,"1","yes","2","none",292,"good condition / liveable","4","central",420000,"no","no","no","no","yes","no","no","yes","no","no","no","no","yes","yes","no","no",0.5,0,"no garden","single","other","wood","città studi","Modern",8,"Low"
40,"1","yes","1","none",50,"excellent / refurbished","3","central",199000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","no","no","no","no",1,0,"no garden","single","other","other","parco trotter","Old",5,"Med"
75,"1","yes","2","none",120,"excellent / refurbished","5","independent",595000,"no","no","yes","yes","yes","no","yes","yes","no","no","no","no","no","no","yes","no",1,0.5,"no garden","single","other","other","paolo sarpi","Very Old",5,"High"
80,"1","yes","3","garage/box",208,"good condition / liveable","mezzanine","central",398000,"no","no","yes","no","yes","no","yes","no","no","no","no","no","no","yes","yes","no",0,1,"no garden","double","other","wood","città studi","Old",7,"Med"
76,"1","yes","2","none",200,"good condition / liveable","2","central",280000,"no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",0,0,"no garden","other","other","other","bovisa","Old",5,"Low"
